BatteryLevel,State,DistanceL,DistanceR,SpeedL,SpeedR
2.81,6,-291.58,1368.07,161.03,132.71
2.68,6,-195.86,1484.4,66.61,111.77
2.8,6,-136.95,1568.34,120,93.08
2.94,7,-101.61,1586.01,4.99,2.84
2.94,7,-101.61,1586.01,0.04,0.02
2.94,7,-101.61,1586.01,0,0
2.94,7,-101.61,1586.01,0,0
2.94,7,-101.61,1586.01,0,0
2.94,7,-101.61,1586.01,0,0
2.94,7,-101.61,1586.01,0,0
2.95,7,-101.61,1586.01,0,0
2.94,7,-101.61,1586.01,0,0
2.93,7,-101.61,1586.01,0,0
2.94,7,-101.61,1586.01,0,0
2.94,7,-101.61,1586.01,0,0
2.94,7,-101.61,1586.01,0,0
2.94,7,-101.61,1586.01,0,0
2.93,7,-101.61,1586.01,0,0
2.95,7,-101.61,1586.01,0,0
2.95,7,-101.61,1586.01,0,0
2.94,7,-101.61,1586.01,0,0
2.95,7,-101.61,1586.01,0,0
2.94,7,-101.61,1586.01,0,0
2.95,7,-101.61,1586.01,0,0
